"location","gender","country","country_total"
성동구,여,부  룬  디,0
성동구,여,짐 바 브 웨,0
성동구,여,크로아티아,1
성동구,여,아르메니아,1
성동구,여,리투아니아,0
성동구,여,파 라 과 이,1
성동구,여,브 루 나 이,0
성동구,여,세르비아,0
성동구,여,볼 리 비 아,2
성동구,여,도미니카공화국,0
성동구,여,엘살바도르,1
성동구,여,오      만,1
성동구,여,가      봉,0
성동구,여,코스타리카,0
성동구,여,파  나  마,3
성동구,여,슬로바키아,1
성동구,여,팔레스타인,0
성동구,여,피      지,0
성동구,여,온 두 라 스,0
성동구,여,몰  도  바,1
성동구,여,부르키나파소,0
성동구,여,조 지 아,0
성동구,여,슬로베니아,0
성동구,여,시에라리온,0
성동구,여,자 메 이 카,0
성동구,여,모 잠 비 크,0
성동구,여,라 트 비 아,1
성동구,여,토      고,0
성동구,여,레  바  논,0
성동구,여,니 카 라 과,1
성동구,여,말  라  위,0
성동구,여,우 루 과 이,0
성동구,여,마다가스카르,0
성동구,여,부      탄,0
성동구,여,모 리 셔 스,0
성동구,여,아  이  티,0
성동구,여,쿠      바,0
성동구,여,콩      고,0
성동구,여,남수단공화국,0
성동구,여,아이슬란드,0
성동구,여,키 프 로 스,0
성동구,여,알 바 니 아,1
성동구,여,에스토니아,0
성동구,여,트리니다드토바고,0
성동구,여,베      냉,0
성동구,여,기니비사우,0
성동구,여,차      드,0
성동구,여,에리트레아,0
성동구,여,모 리 타 니,0
성동구,여,(영국 외지민),0
성동구,여,룩셈부르크,0
성동구,여,소 말 리 아,0
성동구,여,마케도니아,0
성동구,여,솔로몬군도,0
성동구,여,바  레  인,0
성동구,여,보 츠 와 나,1
성동구,여,중앙 아프리카 공화국,0
성동구,여,카  타  르,0
성동구,여,바  하  마,0
성동구,여,바베이도스,0
성동구,여,니  제  르,0
성동구,여,세인트크리스토퍼 네비스,0
성동구,여,벨  리  즈,0
성동구,여,몬테네그로,0
성동구,여,보스니아-헤르체고비나,0
성동구,여,파푸아뉴기니,0
성동구,여,몰      타,0
성동구,여,코  모  로,0
성동구,여,가 이 아 나,0
성동구,여,몰  디  브,0
성동구,여,레  소  토,0
성동구,여,수  리  남,0
성동구,여,코소보,0
성동구,여,스와질란드,0
성동구,여,키 리 바 시,0
성동구,여,통      가,0
성동구,여,나  우  루,0
성동구,여,바 누 아 투,0
성동구,여,세인트루시아,0
성동구,여,팔  라  우,0
성동구,여,나 미 비 아,0
성동구,여,적 도 기 니,0
성동구,여,도미니카연방,0
성동구,여,카보베르데,0
성동구,여,그 레 나 다,0
성동구,여,기타,1
성북구,남,한국계 중국인,538
성북구,남,중      국,1728
성북구,남,베  트  남,404
성북구,남,우즈베키스탄,110
성북구,남,캄 보 디 아,7
성북구,남,필  리  핀,72
성북구,남,인도네시아,39
성북구,남,네      팔,43
성북구,남,태      국,10
성북구,남,스 리 랑 카,7
성북구,남,미      국,173
성북구,남,미  얀  마,4
성북구,남,일      본,59
성북구,남,몽      골,322
성북구,남,(타  이  완),135
성북구,남,방글라데시,52
성북구,남,파 키 스 탄,66
성북구,남,카자흐스탄,26
성북구,남,인      도,105
성북구,남,러시아(연방),31
성북구,남,캐  나  다,42
성북구,남,키 르 기 즈,2
성북구,남,영      국,42
성북구,남,프  랑  스,25
성북구,남,이  집  트,11
성북구,남,우크라이나,11
성북구,남,말레이시아,38
성북구,남,독      일,46
성북구,남,나이지리아,10
성북구,남,남아프리카 공화국,10
성북구,남,동 티 모 르,5
성북구,남,(홍      콩),13
성북구,남,오스트레일리아,13
성북구,남,시  리  아,1
성북구,남,이      란,18
성북구,남,가      나,8
성북구,남,사우디아라비아,60
성북구,남,카  메  룬,2
성북구,남,터      키,3
성북구,남,싱 가 포 르,5
성북구,남,뉴 질 랜 드,10
성북구,남,에티오피아,19
성북구,남,브  라  질,3
성북구,남,노 르 웨 이,1
성북구,남,이 탈 리 아,6
성북구,남,라  오  스,2
성북구,남,모  로  코,1
성북구,남,우  간  다,10
성북구,남,아 일 랜 드,11
성북구,남,한국계 러시아인,3
성북구,남,스  페  인,4
성북구,남,네 덜 란 드,12
성북구,남,멕  시  코,10
성북구,남,예     멘,1
성북구,남,아랍에미리트연합,17
성북구,남,타지키스탄,3
성북구,남,스  웨  덴,5
성북구,남,폴  란  드,1
성북구,남,라이베리아,0
성북구,남,케      냐,2
성북구,남,이  라  크,4
성북구,남,요  르  단,2
성북구,남,세  네  갈,4
성북구,남,벨  기  에,2
성북구,남,페      루,2
성북구,남,수      단,1
성북구,남,콜 롬 비 아,5
성북구,남,아프가니스탄,5
성북구,남,스  위  스,9
성북구,남,루 마 니 아,3
성북구,남,에 콰 도 르,3
성북구,남,리  비  아,0
성북구,남,덴  마  크,4
성북구,남,르  완  다,4
성북구,남,핀  란  드,2
성북구,남,그  리  스,0
성북구,남,벨 로 루 시,1
성북구,남,오스트리아,4
성북구,남,콩고민주공화국,4
성북구,남,탄 자 니 아,8
성북구,남,알  제  리,1
성북구,남,기      니,2
성북구,남,코트디부아르,2
성북구,남,말      리,7
성북구,남,튀  니  지,4
성북구,남,헝  가  리,1
성북구,남,아제르바이잔,6
성북구,남,이 스 라 엘,1
성북구,남,베네수엘라,2
성북구,남,칠      레,3
성북구,남,불 가 리 아,0
성북구,남,체      코,1
성북구,남,앙  골  라,5
성북구,남,아르헨티나,0
성북구,남,포 르 투 갈,1
성북구,남,(마  카  오),0
성북구,남,투르크메니스탄,0
성북구,남,감  비  아,1
성북구,남,잠  비  아,1
성북구,남,쿠 웨 이 트,4
성북구,남,과 테 말 라,0
성북구,남,부  룬  디,0
성북구,남,짐 바 브 웨,3
성북구,남,크로아티아,0
성북구,남,아르메니아,0
성북구,남,리투아니아,0
성북구,남,파 라 과 이,0
성북구,남,브 루 나 이,1
성북구,남,세르비아,1
성북구,남,볼 리 비 아,1
성북구,남,도미니카공화국,0
성북구,남,엘살바도르,0
성북구,남,오      만,3
성북구,남,가      봉,2
성북구,남,코스타리카,1
성북구,남,파  나  마,0
성북구,남,슬로바키아,1
성북구,남,팔레스타인,0
성북구,남,피      지,0
성북구,남,온 두 라 스,0
성북구,남,몰  도  바,0
성북구,남,부르키나파소,0
성북구,남,조 지 아,0
성북구,남,슬로베니아,0
성북구,남,시에라리온,0
성북구,남,자 메 이 카,0
성북구,남,모 잠 비 크,1
성북구,남,라 트 비 아,0
성북구,남,토      고,0
성북구,남,레  바  논,0
성북구,남,니 카 라 과,0
성북구,남,말  라  위,0
성북구,남,우 루 과 이,0
성북구,남,마다가스카르,1
성북구,남,부      탄,1
성북구,남,모 리 셔 스,0
성북구,남,아  이  티,0
성북구,남,쿠      바,0
성북구,남,콩      고,0
성북구,남,남수단공화국,0
성북구,남,아이슬란드,1
성북구,남,키 프 로 스,0
성북구,남,알 바 니 아,2
성북구,남,에스토니아,0
성북구,남,트리니다드토바고,0
성북구,남,베      냉,0
성북구,남,기니비사우,0
성북구,남,차      드,0
성북구,남,에리트레아,0
성북구,남,모 리 타 니,0
성북구,남,(영국 외지민),0
성북구,남,룩셈부르크,0
성북구,남,소 말 리 아,0
성북구,남,마케도니아,0
성북구,남,솔로몬군도,0
성북구,남,바  레  인,0
성북구,남,보 츠 와 나,0
성북구,남,중앙 아프리카 공화국,0
성북구,남,카  타  르,1
성북구,남,바  하  마,0
성북구,남,바베이도스,1
성북구,남,니  제  르,0
성북구,남,세인트크리스토퍼 네비스,0
성북구,남,벨  리  즈,0
성북구,남,몬테네그로,0
성북구,남,보스니아-헤르체고비나,0
성북구,남,파푸아뉴기니,0
성북구,남,몰      타,0
성북구,남,코  모  로,0
성북구,남,가 이 아 나,0
성북구,남,몰  디  브,0
성북구,남,레  소  토,0
성북구,남,수  리  남,0
성북구,남,코소보,0
성북구,남,스와질란드,0
성북구,남,키 리 바 시,0
성북구,남,통      가,0
성북구,남,나  우  루,0
성북구,남,바 누 아 투,0
성북구,남,세인트루시아,0
성북구,남,팔  라  우,0
성북구,남,나 미 비 아,0
성북구,남,적 도 기 니,0
성북구,남,도미니카연방,0
성북구,남,카보베르데,0
성북구,남,그 레 나 다,0
성북구,남,기타,0
성북구,여,한국계 중국인,556
성북구,여,중      국,3236
성북구,여,베  트  남,645
성북구,여,우즈베키스탄,51
성북구,여,캄 보 디 아,21
성북구,여,필  리  핀,184
성북구,여,인도네시아,57
성북구,여,네      팔,23
성북구,여,태      국,38
성북구,여,스 리 랑 카,3
성북구,여,미      국,181
성북구,여,미  얀  마,13
성북구,여,일      본,317
성북구,여,몽      골,490
성북구,여,(타  이  완),183
성북구,여,방글라데시,30
성북구,여,파 키 스 탄,28
성북구,여,카자흐스탄,79
성북구,여,인      도,56
성북구,여,러시아(연방),81
성북구,여,캐  나  다,25
성북구,여,키 르 기 즈,12
성북구,여,영      국,37
성북구,여,프  랑  스,19
성북구,여,이  집  트,10
성북구,여,우크라이나,6
성북구,여,말레이시아,50
성북구,여,독      일,43
성북구,여,나이지리아,3
성북구,여,남아프리카 공화국,7
성북구,여,동 티 모 르,1
성북구,여,(홍      콩),48
성북구,여,오스트레일리아,13
성북구,여,시  리  아,1
성북구,여,이      란,3
성북구,여,가      나,3
성북구,여,사우디아라비아,19
성북구,여,카  메  룬,1
성북구,여,터      키,16
성북구,여,싱 가 포 르,19
성북구,여,뉴 질 랜 드,7
성북구,여,에티오피아,8
성북구,여,브  라  질,4
성북구,여,노 르 웨 이,5
성북구,여,이 탈 리 아,4
성북구,여,라  오  스,1
성북구,여,모  로  코,4
성북구,여,우  간  다,3
성북구,여,아 일 랜 드,5
성북구,여,한국계 러시아인,0
성북구,여,스  페  인,2
성북구,여,네 덜 란 드,6
성북구,여,멕  시  코,8
성북구,여,예     멘,1
성북구,여,아랍에미리트연합,3
성북구,여,타지키스탄,0
성북구,여,스  웨  덴,7
성북구,여,폴  란  드,5
성북구,여,라이베리아,1
성북구,여,케      냐,0
성북구,여,이  라  크,1
성북구,여,요  르  단,1
성북구,여,세  네  갈,2
성북구,여,벨  기  에,3
성북구,여,페      루,6
성북구,여,수      단,1
성북구,여,콜 롬 비 아,3
성북구,여,아프가니스탄,0
성북구,여,스  위  스,4
성북구,여,루 마 니 아,6
성북구,여,에 콰 도 르,10
성북구,여,리  비  아,0
성북구,여,덴  마  크,6
성북구,여,르  완  다,0
성북구,여,핀  란  드,2
성북구,여,그  리  스,0
성북구,여,벨 로 루 시,2
성북구,여,오스트리아,4
성북구,여,콩고민주공화국,0
성북구,여,탄 자 니 아,2
성북구,여,알  제  리,0
성북구,여,기      니,0
성북구,여,코트디부아르,0
성북구,여,말      리,2
성북구,여,튀  니  지,1
성북구,여,헝  가  리,3
성북구,여,아제르바이잔,4
성북구,여,이 스 라 엘,1
성북구,여,베네수엘라,3
성북구,여,칠      레,3
성북구,여,불 가 리 아,2
성북구,여,체      코,3
성북구,여,앙  골  라,2
성북구,여,아르헨티나,1
성북구,여,포 르 투 갈,3
성북구,여,(마  카  오),5
성북구,여,투르크메니스탄,0
성북구,여,감  비  아,0
성북구,여,잠  비  아,3
성북구,여,쿠 웨 이 트,2
성북구,여,과 테 말 라,0
성북구,여,부  룬  디,0
성북구,여,짐 바 브 웨,0
성북구,여,크로아티아,0
성북구,여,아르메니아,0
성북구,여,리투아니아,0
성북구,여,파 라 과 이,4
성북구,여,브 루 나 이,2
성북구,여,세르비아,3
성북구,여,볼 리 비 아,1
성북구,여,도미니카공화국,1
성북구,여,엘살바도르,1
성북구,여,오      만,0
성북구,여,가      봉,0
성북구,여,코스타리카,1
성북구,여,파  나  마,1
성북구,여,슬로바키아,1
성북구,여,팔레스타인,1
성북구,여,피      지,0
성북구,여,온 두 라 스,0
성북구,여,몰  도  바,1
성북구,여,부르키나파소,0
성북구,여,조 지 아,0
성북구,여,슬로베니아,1
성북구,여,시에라리온,0
성북구,여,자 메 이 카,0
성북구,여,모 잠 비 크,0
성북구,여,라 트 비 아,1
성북구,여,토      고,1
성북구,여,레  바  논,0
성북구,여,니 카 라 과,1
성북구,여,말  라  위,1
성북구,여,우 루 과 이,1
성북구,여,마다가스카르,0
성북구,여,부      탄,0
성북구,여,모 리 셔 스,0
성북구,여,아  이  티,0
성북구,여,쿠      바,0
성북구,여,콩      고,0
성북구,여,남수단공화국,0
성북구,여,아이슬란드,0
성북구,여,키 프 로 스,0
성북구,여,알 바 니 아,0
성북구,여,에스토니아,1
성북구,여,트리니다드토바고,3
성북구,여,베      냉,0
성북구,여,기니비사우,0
성북구,여,차      드,0
성북구,여,에리트레아,0
성북구,여,모 리 타 니,0
성북구,여,(영국 외지민),0
성북구,여,룩셈부르크,0
성북구,여,소 말 리 아,0
성북구,여,마케도니아,0
성북구,여,솔로몬군도,0
성북구,여,바  레  인,0
성북구,여,보 츠 와 나,1
성북구,여,중앙 아프리카 공화국,0
성북구,여,카  타  르,0
성북구,여,바  하  마,0
성북구,여,바베이도스,0
성북구,여,니  제  르,0
성북구,여,세인트크리스토퍼 네비스,0
성북구,여,벨  리  즈,1
성북구,여,몬테네그로,0
성북구,여,보스니아-헤르체고비나,0
성북구,여,파푸아뉴기니,1
성북구,여,몰      타,0
성북구,여,코  모  로,0
성북구,여,가 이 아 나,1
성북구,여,몰  디  브,0
성북구,여,레  소  토,0
성북구,여,수  리  남,0
성북구,여,코소보,0
성북구,여,스와질란드,0
성북구,여,키 리 바 시,0
성북구,여,통      가,0
성북구,여,나  우  루,0
성북구,여,바 누 아 투,0
성북구,여,세인트루시아,0
성북구,여,팔  라  우,0
성북구,여,나 미 비 아,0
성북구,여,적 도 기 니,0
성북구,여,도미니카연방,0
성북구,여,카보베르데,0
성북구,여,그 레 나 다,0
성북구,여,기타,1
송파구,남,한국계 중국인,1669
송파구,남,중      국,477
송파구,남,베  트  남,112
송파구,남,우즈베키스탄,11
송파구,남,캄 보 디 아,53
송파구,남,필  리  핀,25
송파구,남,인도네시아,5
